,cik_str,ticker,title,sic,sicDescription,category,entityType,exchanges,fiscalYearEnd,stateOfIncorporation
3919,352825,FSTR,FOSTER L B CO,5051,Wholesale-Metals Service Centers & of fices,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,PA
3920,276720,PCYO,PURE CYCLE CORP,4941,Water Supply,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-08,CO
3921,1697851,REKR,"Rekor Systems, Inc.",3669,"Communications Equipment, NEC",Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
3922,895528,VPV,Invesco Pennsylvania Value Municipal Income Trust,0,,,other,['NYSE'],31-10,PA
3923,1285819,OMER,OMEROS CORP,2834,Pharmaceutical Preparations,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,WA
3924,95574,SGC,"SUPERIOR GROUP OF COMPANIES, INC.",2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,FL
3925,1738021,CMPX,"Compass Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3926,1055726,INO,"INOVIO PHARMACEUTICALS, INC.",3841,Surgical & Medical Instruments & Apparatus,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
3927,1847398,NECB,"NorthEast Community Bancorp, Inc./MD/",6036,"Savings Institutions, Not Federally Chartered",Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,['Nasdaq'],31-12,MD
3928,1746129,BSVN,Bank7 Corp.,6022,State Commercial Banks,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,['Nasdaq'],31-12,OK
3929,945983,CLMB,"Climb Global Solutions, Inc.",5045,Wholesale-Computers & Peripheral Equipment & Software,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
3930,791908,XOMA,XOMA Corp,2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company,operating,"['Nasdaq', 'Nasdaq', 'Nasdaq']",31-12,
3931,1804176,BFLY,"Butterfly Network, Inc.",3844,X-Ray Apparatus & Tubes & Related Irradiation Apparatus,Non-accelerated filer<br>Smaller reporting company,operating,"['NYSE', 'NYSE']",31-12,DE
3932,1866874,RLTY,Cohen & Steers Real Estate Opportunities & Income Fund,0,,,other,['NYSE'],15-03,
3933,1034842,RIGL,RIGEL PHARMACEUTICALS INC,2834,Pharmaceutical Preparations,Accelerated filer,operating,['Nasdaq'],31-12,DE
3934,806279,CVLY,CODORUS VALLEY BANCORP INC,6035,"Savings Institution, Federally Chartered",Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,PA
3935,1901637,USCB,"USCB FINANCIAL HOLDINGS, INC.",6022,State Commercial Banks,<br>Emerging growth company,operating,['Nasdaq'],31-12,FL
3936,1992243,FREY,"FREYR Battery, Inc. /DE/",3670,Electronic Components & Accessories,,other,[],31-12,
3937,836147,MBCN,MIDDLEFIELD BANC CORP,6022,State Commercial Banks,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,OH
3938,1066719,TIHE,"Taihe Group, Inc.",8071,Services-Medical Laboratories,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,['OTC'],31-12,FL
3939,1270131,SCD,LMP CAPITAL & INCOME FUND INC.,0,,,other,['NYSE'],30-11,MD
3940,1046050,TSBK,TIMBERLAND BANCORP INC,6036,"Savings Institutions, Not Federally Chartered",Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],30-09,WA
3941,1434647,ZVRA,"ZEVRA THERAPEUTICS, INC.",2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
3942,1623526,STOK,"Stoke Therapeutics, Inc.",2834,Pharmaceutical Preparations,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3943,1519061,TSE,Trinseo PLC,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",Large accelerated filer,operating,['NYSE'],31-12,L2
3944,1656634,GRTS,"Gritstone bio, Inc.",2836,"Biological Products, (No Diagnostic Substances)",Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3945,700841,RCMT,"RCM TECHNOLOGIES, INC.",7363,Services-Help Supply Services,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],30-12,NV
3946,46207,HAWEL,HAWAIIAN ELECTRIC CO INC,4911,Electric Services,Large Accelerated,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,HI
3947,1239819,LUNA,LUNA INNOVATIONS INC,8731,Services-Commercial Physical & Biological Research,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
3948,1826667,TLSI,"TriSalus Life Sciences, Inc.",3841,Surgical & Medical Instruments & Apparatus,<br>Emerging growth company,operating,"['Nasdaq', 'Nasdaq']",31-12,DE
3949,1436126,MG,"Mistras Group, Inc.",8711,Services-Engineering Services,Accelerated filer,operating,['NYSE'],31-12,DE
3950,1756594,IVA,Inventiva S.A.,2834,Pharmaceutical Preparations,Accelerated filer<br>Emerging growth company,other,"['Nasdaq', 'OTC']",31-12,I0
3951,1711754,INMB,"Inmune Bio, Inc.",2836,"Biological Products, (No Diagnostic Substances)",<br>Emerging growth company,operating,['Nasdaq'],31-12,NV
3952,1362481,AGD,abrdn Global Dynamic Dividend Fund,0,,,other,['NYSE'],31-10,DE
3953,1498612,PSF,"Cohen & Steers Select Preferred & Income Fund, Inc.",0,,,other,['NYSE'],31-12,
3954,887394,MQT,"BLACKROCK MUNIYIELD QUALITY FUND II, INC.",0,,,other,['NYSE'],31-10,NJ
3955,1715768,TGAN,"Transphorm, Inc.",3674,Semiconductors & Related Devices,<br>Emerging growth company,operating,['Nasdaq'],31-03,DE
3956,1000209,MFIN,MEDALLION FINANCIAL CORP,6199,Finance Services,Accelerated filer<br>Smaller reporting company,operating,"['Nasdaq', 'Nasdaq']",31-12,DE
3957,23197,CMTL,COMTECH TELECOMMUNICATIONS CORP /DE/,3663,Radio & Tv Broadcasting & Communications Equipment,Accelerated filer,operating,['Nasdaq'],31-07,DE
3958,1533924,AMPY,Amplify Energy Corp.,1311,Crude Petroleum & Natural Gas,Accelerated filer<br>Smaller reporting company,operating,['NYSE'],31-12,
3959,1041514,LSAK,LESAKA TECHNOLOGIES INC,6099,"Functions Related To Depository Banking, NEC",Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],30-06,
3960,1802450,LIFW,"MSP Recovery, Inc.",7374,Services-Computer Processing & Data Preparation,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,"['Nasdaq', 'Nasdaq', 'Nasdaq']",31-12,DE
3961,1431567,OVLY,Oak Valley Bancorp,6022,State Commercial Banks,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,CA
3962,1822462,FHTX,Foghorn Therapeutics Inc.,2834,Pharmaceutical Preparations,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3963,913277,CLAR,Clarus Corp,3949,"Sporting & Athletic Goods, NEC",Accelerated filer,operating,['Nasdaq'],31-12,DE
3964,1594204,RBTK,ZHEN DING RESOURCES INC.,1000,Metal Mining,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,DE
3965,873860,OCN,OCWEN FINANCIAL CORP,6162,Mortgage Bankers & Loan Correspondents,Accelerated filer,operating,['NYSE'],31-12,FL
3966,1776738,CBSTF,Cannabist Co Holdings Inc.,100,Agricultural Production-Crops,<br>Emerging growth company,operating,['OTC'],31-12,A1
3967,1401667,PBYI,"PUMA BIOTECHNOLOGY, INC.",2834,Pharmaceutical Preparations,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
3968,763563,CHMG,CHEMUNG FINANCIAL CORP,6022,State Commercial Banks,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,NY
3969,1347178,VNDA,Vanda Pharmaceuticals Inc.,2834,Pharmaceutical Preparations,Large accelerated filer,operating,['Nasdaq'],31-12,DE
3970,1699039,RNGR,"Ranger Energy Services, Inc.",1389,"Oil & Gas Field Services, NEC",Accelerated filer<br>Smaller reporting company,operating,['NYSE'],31-12,TX
3971,1604950,SCPH,scPharmaceuticals Inc.,2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
3972,1177161,EVM,EATON VANCE CALIFORNIA MUNICIPAL BOND FUND,0,,,other,['NYSE'],30-09,
3973,1779128,BLDE,"Blade Air Mobility, Inc.",4522,"Air Transportation, Nonscheduled",Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,"['Nasdaq', 'Nasdaq']",31-12,DE
3974,897269,MVT,"BLACKROCK MUNIVEST FUND II, INC.",0,,,other,['NYSE'],31-10,MD
3975,1850119,IPSC,"Century Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3976,1114925,LTRX,LANTRONIX INC,3576,Computer Communications Equipment,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],30-06,DE
3977,1227857,NCZ,Virtus Convertible & Income Fund II,0,,,other,"['NYSE', 'NYSE']",31-01,MA
3978,1096056,LXFR,LUXFER HOLDINGS PLC,2810,Industrial Inorganic Chemicals,Accelerated filer,operating,['NYSE'],31-12,X0
3979,1377757,GAU,Galiano Gold Inc.,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),<br>Emerging growth company,other,['NYSE'],31-12,A1
3980,1072627,KFS,KINGSWAY FINANCIAL SERVICES INC,6331,"Fire, Marine & Casualty Insurance",Non-accelerated filer<br>Smaller reporting company,operating,['NYSE'],31-12,DE
3981,64472,GENC,GENCOR INDUSTRIES INC,3531,Construction Machinery & Equip,Accelerated filer<br>Smaller reporting company,operating,['NYSE'],30-09,DE
3982,825202,FUND,SPROTT FOCUS TRUST INC.,0,,,other,['Nasdaq'],31-12,MD
3983,1851959,CNDA,Concord Acquisition Corp II,6770,Blank Checks,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,"['NYSE', 'NYSE', 'NYSE']",31-12,DE
3984,1158289,JRS,NUVEEN REAL ESTATE INCOME FUND,0,,,other,['NYSE'],,
3985,1598599,IPHA,Innate Pharma SA,2836,"Biological Products, (No Diagnostic Substances)",Non-accelerated filer<br>Emerging growth company,other,"['Nasdaq', 'OTC']",31-12,I0
3986,1315399,PKBK,"PARKE BANCORP, INC.",6022,State Commercial Banks,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,NJ
3987,1636289,ACV,Virtus Diversified Income & Convertible Fund,0,,,other,['NYSE'],31-01,MA
3988,1871321,DRTS,Alpha Tau Medical Ltd.,3841,Surgical & Medical Instruments & Apparatus,Accelerated filer<br>Emerging growth company,other,"['Nasdaq', 'Nasdaq']",31-12,L3
3989,711669,CBAN,COLONY BANKCORP INC,6022,State Commercial Banks,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,GA
3990,1878897,DOUG,Douglas Elliman Inc.,6531,Real Estate Agents & Managers (For Others),Accelerated filer,operating,['NYSE'],31-12,DE
3991,948320,LFMD,"LifeMD, Inc.",8011,Services-Offices & Clinics of  Doctors of  Medicine,Non-accelerated filer<br>Smaller reporting company,operating,"['Nasdaq', 'Nasdaq']",31-12,DE
3992,809559,TSI,TCW STRATEGIC INCOME FUND INC,0,,,other,['NYSE'],31-12,MD
3993,1880613,DRCT,"Direct Digital Holdings, Inc.",7310,Services-Advertising,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3994,1038572,CBD,BRAZILIAN DISTRIBUTION CO COMPANHIA BRASILEIRA DE DISTR CBD,5411,Retail-Grocery Stores,Large accelerated filer,other,['NYSE'],31-12,
3995,1484778,TDUP,ThredUp Inc.,5961,Retail-Catalog & Mail-Order Houses,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
3996,1649096,CLPR,Clipper Realty Inc.,6798,Real Estate Investment Trusts,Accelerated filer<br>Smaller reporting company,operating,['NYSE'],31-12,MD
3997,1071899,MUE,"BLACKROCK MUNIHOLDINGS QUALITY FUND II, INC.",0,,,other,['NYSE'],31-12,
3998,1823000,CONX,CONX Corp.,6770,Blank Checks,Large accelerated filer<br>Smaller reporting company,operating,"['Nasdaq', 'Nasdaq', 'Nasdaq']",31-12,NV
3999,766011,CMCL,Caledonia Mining Corp Plc,1040,Gold and Silver Ores,Accelerated filer<br>Emerging growth company,other,['NYSE'],31-12,
4000,885508,STRS,STRATUS PROPERTIES INC,6552,Land Subdividers & Developers (No Cemeteries),Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
4001,1364125,WRN,Western Copper & Gold Corp,1000,Metal Mining,<br>Emerging growth company,other,['NYSE'],31-12,A1
4002,916618,IIF,"MORGAN STANLEY INDIA INVESTMENT FUND, INC.",0,,,other,['NYSE'],31-12,
4003,1728117,GOSS,"Gossamer Bio, Inc.",2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
4004,1505732,BWFG,"Bankwell Financial Group, Inc.",6022,State Commercial Banks,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,CT
4005,1431852,ODV,Osisko Development Corp.,1040,Gold and Silver Ores,<br>Emerging growth company,other,"['NYSE', 'Nasdaq', 'Nasdaq']",31-12,Z4
4006,1859686,SBXC,SilverBox Corp III,6770,Blank Checks,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,"['NYSE', 'NYSE', 'NYSE']",31-12,
4007,1893311,LUXH,LUXURBAN HOTELS INC.,6500,Real Estate,<br>Emerging growth company,operating,"['Nasdaq', 'Nasdaq']",31-12,DE
4008,1859795,NVX,NOVONIX Ltd,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",Non-accelerated filer<br>Emerging growth company,other,"['Nasdaq', 'OTC']",31-12,C3
4009,1333493,EHTH,"eHealth, Inc.",6411,"Insurance Agents, Brokers & Service",Accelerated filer,operating,['Nasdaq'],31-12,DE
4010,1495320,VRA,"Vera Bradley, Inc.",3100,Leather & Leather Products,Accelerated filer,operating,['Nasdaq'],03-02,
4011,785557,DLHC,DLH Holdings Corp.,7363,Services-Help Supply Services,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],30-09,NJ
4012,1168455,PLBC,PLUMAS BANCORP,6153,Short-Term Business Credit Institutions,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,CA
4013,1058811,IMMR,IMMERSION CORP,3577,"Computer Peripheral Equipment, NEC",Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
4014,807707,VOXX,VOXX International Corp,5065,"Wholesale-Electronic Parts & Equipment, NEC",Accelerated filer,operating,['Nasdaq'],,DE
4015,1371489,III,Information Services Group Inc.,8742,Services-Management Consulting Services,Accelerated filer,operating,['Nasdaq'],31-12,DE
4016,1290900,CVGI,"Commercial Vehicle Group, Inc.",3714,Motor Vehicle Parts & Accessories,Accelerated filer,operating,['Nasdaq'],31-12,DE
4017,1754820,DM,"Desktop Metal, Inc.",3559,"Special Industry Machinery, NEC",Large accelerated filer,operating,['NYSE'],31-12,DE
4018,1636651,OVID,Ovid Therapeutics Inc.,2834,Pharmaceutical Preparations,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
4019,1089907,SWKH,SWK Holdings Corp,6159,Miscellaneous Business Credit Institution,Non-accelerated filer<br>Smaller reporting company,operating,"['Nasdaq', 'Nasdaq']",31-12,DE
4020,1880441,BFAC,Battery Future Acquisition Corp.,6770,Blank Checks,<br>Emerging growth company,operating,"['NYSE', 'NYSE', 'NYSE']",31-12,E9
4021,1616156,WEWA,"WEWARDS, INC.",7370,"Services-Computer Programming, Data Processing, Etc.",Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-05,NV
4022,828803,SABA,TEMPLETON GLOBAL INCOME FUND,0,,,other,['NYSE'],31-12,FL
4023,1524025,TLYS,"TILLY'S, INC.",5600,Retail-Apparel & Accessory Stores,Accelerated filer<br>Smaller reporting company,operating,['NYSE'],08-12,DE
4024,1794783,SLQT,"SelectQuote, Inc.",6411,"Insurance Agents, Brokers & Service",Accelerated filer<br>Smaller reporting company,operating,['NYSE'],30-06,DE
4025,1678660,PRLD,Prelude Therapeutics Inc,2834,Pharmaceutical Preparations,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
4026,801961,MFM,MFS MUNICIPAL INCOME TRUST,0,,,other,['NYSE'],31-10,MA
4027,1550695,PFMT,Performant Financial Corp,7380,Services-Miscellaneous Business Services,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],,DE
4028,859796,JOF,JAPAN SMALLER CAPITALIZATION FUND INC,0,,,other,['NYSE'],28-02,MD
4029,1562463,INBK,First Internet Bancorp,6022,State Commercial Banks,Accelerated filer,operating,"['Nasdaq', 'Nasdaq']",31-12,IN
4030,3545,ALCO,"ALICO, INC.",100,Agricultural Production-Crops,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],30-09,FL
4031,1683541,ACB,AURORA CANNABIS INC,2833,Medicinal Chemicals & Botanical Products,,other,['Nasdaq'],31-03,A1
4032,903651,INOD,INNODATA INC,7374,Services-Computer Processing & Data Preparation,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
4033,1913971,BPRN,"Princeton Bancorp, Inc.",6022,State Commercial Banks,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,PA
4034,1858848,TNYA,"Tenaya Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
4035,1915328,ISRL,Israel Acquisitions Corp,6770,Blank Checks,<br>Emerging growth company,operating,"['Nasdaq', 'Nasdaq', 'Nasdaq']",31-12,E9
4036,1166258,PHT,"PIONEER HIGH INCOME FUND, INC.",0,,,other,['NYSE'],31-03,MD
4037,876343,LCTX,"Lineage Cell Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",Non-accelerated filer<br>Smaller reporting company,operating,['NYSE'],31-12,CA
4038,1228454,BCBP,BCB BANCORP INC,6035,"Savings Institution, Federally Chartered",Accelerated filer,operating,['Nasdaq'],31-12,NJ
4039,1627281,CLLS,Cellectis S.A.,2836,"Biological Products, (No Diagnostic Substances)",Accelerated filer,other,['Nasdaq'],31-12,I0
4040,1502573,AFT,Apollo Senior Floating Rate Fund Inc.,0,,,other,['NYSE'],31-12,
4041,1874071,PDLB,"Ponce Financial Group, Inc.",6035,"Savings Institution, Federally Chartered",Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,MD
4042,924719,SMID,SMITH MIDLAND CORP,3272,"Concrete Products, Except Block & Brick",Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
4043,884144,ASUR,ASURE SOFTWARE INC,7373,Services-Computer Integrated Systems Design,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
4044,1526243,PPTA,PERPETUA RESOURCES CORP.,1040,Gold and Silver Ores,<br>Emerging growth company,operating,['Nasdaq'],31-12,A1
4045,1564180,KNOP,KNOT Offshore Partners LP,4400,Water Transportation,Accelerated filer,other,['NYSE'],31-12,1T
4046,1337013,INFU,"InfuSystem Holdings, Inc",3841,Surgical & Medical Instruments & Apparatus,Accelerated filer<br>Smaller reporting company,operating,['NYSE'],31-12,DE
4047,1848756,PHYT,Pyrophyte Acquisition Corp.,6770,Blank Checks,<br>Emerging growth company,operating,"['NYSE', 'NYSE', 'NYSE']",31-12,
4048,1839519,CFFS,CF Acquisition Corp. VII,6770,Blank Checks,<br>Emerging growth company,operating,"['Nasdaq', 'Nasdaq', 'Nasdaq']",31-12,DE
4049,1385763,JCE,Nuveen Core Equity Alpha Fund,0,,,other,['NYSE'],,MA
4050,1641614,PMTS,CPI Card Group Inc.,2750,Commercial Printing,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
4051,1061353,DHY,CREDIT SUISSE HIGH YIELD BOND FUND,0,,,other,['NYSE'],31-10,DE
4052,41091,GPJA,GEORGIA POWER CO,4911,Electric Services,,operating,['NYSE'],31-12,GA
4053,768835,BIG,BIG LOTS INC,5331,Retail-Variety Stores,Accelerated filer,operating,['NYSE'],31-01,OH
4054,1328598,FXE,Invesco CurrencyShares Euro Trust,6221,Commodity Contracts Brokers & Dealers,Non-accelerated filer<br>Smaller reporting company,operating,['NYSE'],31-12,NY
4055,894242,BKN,"BLACKROCK INVESTMENT QUALITY MUNICIPAL TRUST, INC.",0,,,other,['NYSE'],30-04,MD
4056,1834026,GROY,Gold Royalty Corp.,1040,Gold and Silver Ores,Non-accelerated filer<br>Emerging growth company,other,"['NYSE', 'NYSE']",30-09,Z4
4057,1487610,NHS,Neuberger Berman High Yield Strategies Fund Inc.,0,,,other,['NYSE'],31-10,
4058,100378,TWIN,TWIN DISC INC,3560,General Industrial Machinery & Equipment,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],30-06,WI
4059,913341,CFFI,C & F FINANCIAL CORP,6022,State Commercial Banks,Accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,VA
